participant id,event date,event name,event type,time,category
7343,2013-05-26,ottawa race weekend,ottawa marathon,-1,m35-39
7343,2013-05-05,défi course et marche desjardins sainte thérèse,10 km,00:39:05,m30-39
7343,2012-09-23,marathon oasis de montreal,marathon,03:11:52,m35-39
7343,2012-08-26,marathon des deux rives lévis-québec,demi-marathon,01:31:39,m30-39
7343,2012-05-27,ottawa race weekend,half marathon,01:51:30,m35-39
7344,2013-09-22,marathon oasis de montreal,marathon,05:08:19,m50-54
7344,2012-09-23,marathon oasis de montreal,demi-marathon,02:35:52,m50-54
7345,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:33:51,f30-34
7345,2013-09-22,marathon oasis de montreal,demi-marathon,02:05:31,f30-34
7346,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:25:57,m50-54
7347,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,03:00:16,f25-29
7348,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:39:16,m30-34
7348,2013-09-22,marathon oasis de montreal,marathon,04:01:47,m25-29
7348,2013-09-07,defi je bouge,21 km,01:54:47,m20-29
7348,2013-04-14,course saint-laurent,10 km,00:52:13,m20-29
7348,2012-09-23,marathon oasis de montreal,demi-marathon,01:45:11,m25-29
7349,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:34:46,m30-34
7350,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:06:34,f25-29
7351,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:06:16,m40-44
7351,2014-08-03,défi boréal sainte-anne-de-bellevue,20 km,01:40:13,m40-49
7351,2014-06-08,a votre rythme,demi-marathon,01:55:03,m40-49
7351,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa marathon,-1,m40-44
7351,2014-05-11,au rythme de nos foulées châteauguay,demi-marathon,01:39:19,m40-49
7351,2014-04-27,banque scotia 21km et 5km,21 km,01:40:58,m40-44
7351,2014-04-13,course saint-laurent,10 km,00:43:20,m40-49
7351,2014-03-30,course et marche populaires de lasalle,10 km,00:45:29,m40-49
7351,2014-02-16,défi hivernal ile bizard,10 km,00:48:43,m40-49
7351,2013-05-26,ottawa race weekend,ottawa marathon,-1,m40-44
7351,2013-04-28,banque scotia 21km et 5km,21 km,01:44:51,m40-44
7351,2013-03-24,course et marche populaires de lasalle,10 km,00:44:41,m40-49
7351,2012-09-23,marathon oasis de montreal,marathon,03:46:40,m40-44
7351,2012-08-15,le 5km endurance,5 km,00:21:05,m40-49
7351,2012-08-05,défi boréal sainte-anne-de-bellevue,20 km,01:48:59,m40-49
7351,2012-05-27,ottawa race weekend,marathon,03:56:19,m40-44
7351,2012-04-29,banque scotia 21km et 5km,21.1 km,01:42:17,m40-44
7351,2012-04-22,course saint-laurent,10 km,00:44:43,m40-49
7351,2012-03-25,course et marche populaires de lasalle,10 km,00:43:10,m40-49
7352,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:37:54,m15-17
7353,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:38:45,m25-29
7354,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:09:30,f40-44
7355,2013-09-22,marathon oasis de montreal,marathon,04:20:24,m35-39
7356,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:57:17,m18-24
7357,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:56:18,f40-44
7358,2015-05-24,tamarack ottawa race weekend,ottawa half marathon,-1,m45-49
7358,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:00:42,m45-49
7358,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa half marathon,-1,m45-49
7358,2013-09-22,marathon oasis de montreal,marathon,03:39:45,m40-44
7358,2012-09-23,marathon oasis de montreal,marathon,03:51:27,m40-44
7359,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:35:03,m18-24
7360,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,01:58:05,m55-59
7360,2014-11-02,course d'oka race,21.1 km,01:50:57,m50-59
7360,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,02:14:06,m55-59
7360,2014-08-02,vert le raid - demi-marathon de l'isle-aux-coudres,23.5 km the north face,02:10:50,m50-59
7360,2013-10-06,montreal cibc run for the cure,5km course,00:29:19,m40-59
7360,2013-09-22,marathon oasis de montreal,marathon,04:14:20,m55-59
7360,2013-08-03,vert le raid - demi-marathon de l'isle-aux-coudres,23 km,02:11:12,m50-59
7360,2013-05-26,ottawa race weekend,ottawa half-marathon - demi-marathon,-1,u0-0
7360,2012-09-30,marathon de rimouski,21.1 km,01:56:55,m50-59
7361,2014-07-06,triathlon saint lambert,triathlon sprint,01:20:53,m40-44
7361,2014-06-29,triathlon academie ste-therese/ville de blainville,triathlon sprint,01:17:08,m40-44
7361,2013-11-03,oka road race,half marathon,01:36:56,m40-49
7361,2013-09-22,marathon oasis de montreal,marathon,03:38:38,m40-44
7361,2012-09-23,marathon oasis de montreal,10 km,00:45:08,m35-39
7361,2012-07-14,triathlon st-lambert,triathlon initiation,00:46:36,m40-49
7362,2012-09-23,marathon oasis de montreal,marathon,04:26:03,m18-24
7363,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,-1,m18-24
7364,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:42:47,f25-29
7365,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:53:55,m40-44
7365,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,02:25:56,m40-44
7366,2016-08-21,ironman 70.3 timberman,individual,05:26:39,m25-29
7366,2012-09-23,marathon oasis de montreal,marathon,04:10:32,m18-24
7367,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:39:00,m35-39
7368,2013-09-22,marathon oasis de montreal,demi-marathon,02:45:25,f40-44
7369,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:37:27,f35-39
7369,2013-08-25,marathon des deux rives lévis-québec,marathon,04:10:29,f30-39
7369,2013-05-05,demi marathon international oasis de levis,demi marathon,01:50:23,f30-39
7369,2012-08-26,marathon des deux rives lévis-québec,marathon,04:44:11,f30-39
7370,2012-09-23,marathon oasis de montreal,marathon,03:51:34,f25-29
7371,2012-09-23,marathon oasis de montreal,marathon,04:32:07,m40-44
7372,2016-08-17,le 5km endurance,5 km,00:28:44,m20-29
7372,2015-11-08,demi-marathon des microbrasseries,10 km,01:03:22,m20-29
7372,2015-09-20,marathon oasis rock 'n' roll de montreal,10 km,01:13:29,m18-24
7373,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:24:31,m55-59
7373,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,02:10:11,m55-59
7373,2014-09-14,demi-marathon granby,demi marathon course,01:38:39,m50-59
7373,2014-06-15,tour du lac brome,20 km route,01:44:25,m50-59
7373,2013-09-22,marathon oasis de montreal,marathon,03:52:43,m55-59
7373,2013-08-25,marathon des deux rives lévis-québec,demi-marathon,01:59:45,m50-59
7373,2013-06-16,tour du lac brome,20 km route,01:52:24,m50-59
7373,2013-05-26,ottawa race weekend,ottawa half-marathon - demi-marathon,-1,m55-59
7373,2013-05-12,bonjour printemps,10km,00:51:41,m50-59
7373,2012-09-09,demi-marathon granby,demi marathon,01:44:52,m50-59
7373,2012-08-26,marathon des deux rives lévis-québec,demi-marathon,02:09:47,m50-59
7373,2012-06-17,tour du lac brome,20 km route,01:43:33,m50-59
7373,2012-05-13,bonjour printemps,21 km,01:52:26,m50-59
7373,2012-05-06,demi marathon international de quebec,demi marathon,01:50:33,m50-59
7374,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,03:53:23,m35-39
7374,2013-09-22,marathon oasis de montreal,demi-marathon,01:57:16,m35-39
7375,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:07:39,m45-49
7375,2014-04-27,banque scotia 21km et 5km,21 km,01:35:31,m45-49
7375,2014-02-16,demi marathon hypothermique,demi-marathon,01:44:44,m40-49
7375,2013-09-22,marathon oasis de montreal,marathon,03:21:24,m45-49
7375,2013-08-14,le 5km endurance,5 km,00:19:36,m40-49
7375,2012-10-14,classique du parc la fontaine,10 km,00:42:24,m40-49
7376,2014-09-21,defi du parc,10 km,00:53:08,f40-44
7376,2014-02-23,morin-heights viking loppet,jan nordstrom 10km classique,00:39:27,f40-49
7376,2013-06-23,ironman mont-tremblant 70.3,70.3 results,06:26:56,f40-44
7376,2012-09-23,marathon oasis de montreal,marathon,04:13:16,f40-44
7376,2012-05-26,ottawa race weekend,10 km,00:53:04,f40-44
7377,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:45:22,m25-29
7378,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:13:15,m55-59
7379,2012-09-23,marathon oasis de montreal,marathon,04:43:58,m40-44
7379,2012-04-29,banque scotia 21km et 5km,21.1 km,02:03:02,m35-39
7380,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,03:49:41,m40-44
7381,2016-04-24,banque scotia 21k de montreal,5 km,-1,m35-39
7381,2015-04-26,banque scotia 21k de montreal,demi marathon,02:16:35,m35-39
7381,2012-09-23,marathon oasis de montreal,marathon,04:27:13,m30-34
7382,2012-09-23,marathon oasis de montreal,marathon,04:14:09,f35-39
7383,2012-09-23,marathon oasis de montreal,marathon,03:42:12,m30-34
7384,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:26:28,m25-29
7385,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:27:23,f18-24
7386,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,03:04:27,m25-29
7387,2016-08-17,le 5km endurance,5 km,00:29:57,m60-69
7387,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:55:30,m60-64
7387,2012-09-23,marathon oasis de montreal,marathon,04:46:46,m60-64
7387,2012-08-15,le 5km endurance,5 km,00:25:10,m60-69
7388,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:43:32,f45-49
7388,2012-09-23,marathon oasis de montreal,demi-marathon,02:17:42,f40-44
7389,2014-09-06,triathlon esprit de montreal,demi esprit,05:15:35,m25-29
7389,2014-07-27,triathlon charlevoix,triathlon olympique,02:44:37,m25-29
7389,2013-09-22,marathon oasis de montreal,marathon,04:18:54,m25-29
7389,2012-09-23,marathon oasis de montreal,marathon,04:07:57,m18-24
7389,2012-08-26,marathon des deux rives lévis-québec,demi-marathon,01:59:18,m20-29
7390,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:28:00,m40-44
7390,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,04:16:48,m40-44
7391,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:52:20,f45-49
7392,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:12:26,m50-54
7392,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:23:08,m45-49
7392,2013-09-22,marathon oasis de montreal,marathon,03:50:22,m45-49
7393,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:31:28,m55-59
7394,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,01:53:03,m30-34
7395,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,06:17:00,m50-54
7395,2013-12-08,honolulu marathon,marathon,04:46:34,m50-54
7396,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:17:13,f35-39
7396,2015-08-23,demi-marathon bonneville de lachine,21.1 km,01:51:13,f30-39
7396,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:34:19,f35-39
7396,2013-09-22,marathon oasis de montreal,marathon,04:17:47,f35-39
7397,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:49:33,m25-29
7397,2013-09-22,marathon oasis de montreal,marathon,03:57:36,m18-24
7398,2013-05-19,vert le raid - le sentier urbain,10 km,00:42:44,m16-29
7398,2012-09-23,marathon oasis de montreal,marathon,04:21:54,m25-29
7398,2012-08-26,marathon des deux rives lévis-québec,marathon,03:40:28,m18-29
7399,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:15:09,f25-29
7400,2012-09-23,marathon oasis de montreal,marathon,04:09:33,f40-44
7401,2015-09-20,marathon oasis rock 'n' roll de montreal,10 km,00:50:38,m35-39
7402,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,-1,m18-24
7403,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:12:51,f50-54
7403,2014-11-02,course d'oka race,21.1 km,01:46:55,f50-59
7404,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:09:52,m35-39
7405,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:28:30,m40-44
7406,2015-11-08,demi-marathon des microbrasseries,10 km,00:56:26,m30-39
7406,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:31:42,m35-39
7406,2015-09-20,marathon oasis rock 'n' roll de montreal,10 km,00:49:42,m30-34
7406,2015-08-23,demi-marathon bonneville de lachine,21.1 km,01:50:51,m30-39
7407,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:27:27,m18-24
7408,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:03:51,f50-54
7408,2013-05-26,ottawa race weekend,ottawa half-marathon - demi-marathon,-1,f50-54
7408,2013-05-05,défi course et marche desjardins sainte thérèse,10 km,00:54:28,f50-59
7408,2012-09-23,marathon oasis de montreal,demi-marathon,01:57:54,f50-54
7408,2012-09-22,defi velo mag,105 km,04:20:42,f50-59
7409,2013-09-22,marathon oasis de montreal,marathon,05:00:00,m50-54
7409,2012-09-23,army run / course de l armee,5k,00:34:13,m50-59
7410,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,-1,m25-29
7410,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:25:42,m25-29
7410,2014-07-12,triathlon du lac-delage,triathlon sprint,-1,m25-29
7410,2013-08-04,triathlon terrebonne,triathlon sprint,01:23:36,m20-29
7411,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:22:49,m50-54
7412,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:00:53,m35-39
7413,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,03:09:11,m50-54
7414,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:44:52,m30-34
7415,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:35:21,m65-69
7416,2015-09-20,marathon oasis rock 'n' roll de montreal,5 km,00:54:06,f18-24
7417,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:27:29,m25-29
7418,2016-05-22,courses thematiques marathon ssq de longueuil,10 km,00:52:12,m30-39
7418,2013-09-22,marathon oasis de montreal,marathon,03:46:38,m30-34
7418,2012-08-26,marathon des deux rives lévis-québec,marathon,05:03:24,m30-39
7419,2015-04-26,banque scotia 21k de montreal,demi marathon,01:54:37,m35-39
7419,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:42:55,m35-39
7419,2014-04-27,banque scotia 21km et 5km,21 km,01:46:11,m35-39
7419,2012-04-29,banque scotia 21km et 5km,21.1 km,01:44:56,m35-39
7420,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:01:17,m30-34
7421,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:48:09,m50-54
7422,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,03:51:49,m25-29
7423,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:25:42,f50-54
7423,2014-11-02,course d'oka race,21.1 km,01:50:58,f50-59
7423,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,02:08:31,f50-54
7423,2014-06-08,a votre rythme,10 km,00:51:13,f40-49
7424,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:36:57,m15-17
7424,2015-06-07,la grande virée des sentiers,20 km,02:05:53,m14-19
7425,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,06:01:36,m35-39
7425,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,06:28:42,m35-39
7426,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,01:18:28,m18-24
7427,2012-09-23,marathon oasis de montreal,marathon,03:51:11,m25-29
7428,2013-09-22,marathon oasis de montreal,marathon,03:50:33,m25-29
7429,2016-05-29,tamarack ottawa race weekend,ottawa half marathon,-1,f50-54
7429,2014-06-28,demi marathon de sherbrooke,demi-marathon,02:20:33,f50-59
7429,2013-06-29,demi marathon de sherbrooke,demi-marathon,02:04:54,f40-49
7429,2012-09-23,marathon oasis de montreal,marathon,04:12:50,f45-49
7429,2012-06-30,demi marathon de sherbrooke,demi marathon,02:05:30,f40-49
7430,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:35:49,m25-29
7431,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,06:01:26,m25-29
7432,2015-10-11,ironman louisville,overall results,15:04:05,m50-54
7432,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:33:54,m50-54
7432,2014-06-22,ironman 70.3 syracuse,70.3 results,07:03:23,m50-54
7433,2015-06-21,la foulée des parcs,10 km,00:56:55,f20-29
7433,2013-09-22,marathon oasis de montreal,marathon,04:50:01,f25-29
7433,2013-02-17,défi hivernal ile bizard,5 km,00:28:33,f20-29
7434,2012-09-23,marathon oasis de montreal,marathon,04:31:05,f35-39
7434,2012-08-26,marathon des deux rives lévis-québec,demi-marathon,01:56:09,f30-39
7434,2012-05-27,ottawa race weekend,half marathon,02:04:23,f35-39
7435,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:18:26,f55-59
7436,2016-05-01,mississauga marathon races,full marathon,04:30:40,f50-59
7436,2016-04-03,around the bay 30k road race,30 km,03:14:05,f50-54
7436,2016-02-28,ymca half marathon,half-marathon,02:09:29,f50-54
7436,2015-03-29,around the bay 30k road race,30 km,03:19:59,f50-54
7436,2015-02-22,ymca half marathon,half-marathon,02:13:44,f50-54
7436,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,03:53:07,f50-54
7436,2014-08-23,mud hero toronto,6 km obstacle course,01:46:43,f50-54
7436,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa marathon,-1,f50-54
7436,2014-05-04,mississauga marathon races,half marathon,02:19:18,f50-59
7436,2014-03-30,around the bay road races,30 km,03:45:09,f50-54
7436,2013-09-08,b&o yorkville run,5km,00:29:50,f50-54
7436,2013-05-05,mississauga marathon races,marathon,05:31:37,f50-59
7436,2013-03-24,around the bay road races,30 km,03:26:38,f50-54
7436,2013-03-03,chilly half marathon & frosty 5km,half marathon run,02:22:05,f50-54
7437,2016-05-15,duathlon sorel-tracy,duathlon compétition,-1,m30-39
7437,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:58:15,m30-34
7437,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:50:14,m30-34
7437,2014-09-06,triathlon esprit de montreal,demi esprit,05:15:55,m30-34
7437,2014-08-30,defi populaire course/duathlon/triathlon la vallee du richelieu,triathlon sprint,01:17:19,m30-34
7437,2014-07-13,challenge o2 merrell,triathlon olympique,02:53:20,m30-34
7437,2014-05-18,duathlon sorel-tracy,duathlon - competitif,01:38:36,m30-39
7437,2013-11-03,oka road race,half marathon,01:54:41,m30-39
7437,2013-08-04,triathlon terrebonne,triathlon sprint,01:27:08,m30-39
7438,2013-09-22,marathon oasis de montreal,marathon,03:39:23,m55-59
7439,2012-09-23,marathon oasis de montreal,marathon,04:42:07,m50-54
7440,2013-09-22,marathon oasis de montreal,marathon,04:37:09,m30-34
7440,2013-06-29,demi marathon de sherbrooke,demi-marathon,02:00:45,m30-39
7441,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:46:13,m35-39
7442,2012-09-23,marathon oasis de montreal,marathon,04:15:13,m18-24
7442,2012-08-26,triathlon de valleyfield,triathlon olympique,02:26:37,m20-24
7443,2015-09-20,marathon oasis rock 'n' roll de montreal,10 km,01:01:30,m50-54
7444,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,03:32:44,m35-39
7444,2014-08-17,ironman 70.3 timberman,ironman 70.3,05:32:38,m35-39
7445,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:33:57,f18-24
7445,2015-04-25,demi-marathon des érables,demi-marathon,01:54:57,f20-29
7446,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:18:26,f15-17
7447,2013-05-26,ottawa race weekend,ottawa marathon,-1,f50-54
7447,2013-04-28,banque scotia 21km et 5km,21 km,01:46:12,f50-54
7447,2012-09-23,marathon oasis de montreal,marathon,04:04:46,f50-54
7447,2012-05-27,ottawa race weekend,marathon,04:01:24,f45-49
7448,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:05:32,m35-39
7448,2014-04-27,banque scotia 21km et 5km,21 km,01:47:53,m30-34
7449,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,-1,m25-29
7450,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:30:33,m40-44
7450,2013-09-22,marathon oasis de montreal,marathon,04:10:20,m35-39
7450,2012-09-23,marathon oasis de montreal,demi-marathon,01:56:26,m35-39
7451,2016-08-17,le 5km endurance,5 km,00:26:40,m40-49
7451,2016-05-01,défi course et marche desjardins sainte thérèse,10 km,00:54:04,m40-49
7451,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:06:30,m45-49
7452,2012-09-23,marathon oasis de montreal,marathon,03:58:35,m30-34
7453,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:41:37,m25-29
7454,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:26:32,m25-29
7455,2016-03-20,course et marche populaires de lasalle,5 km,00:34:49,f40-49
7455,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,-1,f40-44
7456,2013-09-22,marathon oasis de montreal,marathon,03:26:50,f40-44
7456,2013-05-26,ottawa race weekend,ottawa marathon,-1,f40-44
7456,2012-09-23,marathon oasis de montreal,marathon,03:28:25,f35-39
7456,2012-06-17,tour du lac brome,20 km route,01:30:58,f30-39
7457,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:09:24,f55-59
7458,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:28:23,m35-39
7459,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:23:56,m25-29
7460,2012-09-23,marathon oasis de montreal,marathon,03:58:56,m50-54
7461,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:43:51,f25-29
7461,2013-11-09,tim hortons casablanca classic 8 & 3k,8km run,00:43:40,f20-24
7461,2012-10-14,scotiabank toronto waterfront marathon,half marathon,02:01:36,f20-24
7462,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:51:53,f35-39
7462,2015-04-25,demi-marathon des érables,15 km,01:24:17,f30-39
7463,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:52:57,m30-34
7464,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:49:03,m30-34
7465,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:10:09,f40-44
7465,2015-06-20,5i50 mont-tremblant,sprint individuel,01:45:19,f40-49
7465,2014-08-03,défi boréal sainte-anne-de-bellevue,20 km,01:54:11,f40-49
7465,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa half marathon,-1,f40-44
7465,2013-10-20,scotiabank toronto waterfront marathon,marathon,03:57:08,f40-44
7465,2013-08-14,le 5km endurance,5 km,00:23:23,f40-49
7465,2012-05-27,ottawa race weekend,half marathon,02:01:31,f25-29
7466,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:52:19,m40-44
7466,2013-09-22,marathon oasis de montreal,marathon,03:35:43,m35-39
7467,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,06:45:48,f35-39
7467,2014-05-04,demi marathon international oasis de levis,demi-marathon,02:11:00,f30-39
7468,2016-08-07,mec ottawa race 4 - the mec gatineau park trail races,20 km,01:58:36,m30-39
7468,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:46:37,m35-39
7468,2015-08-23,demi-marathon bonneville de lachine,21.1 km,01:46:50,m30-39
7468,2015-05-10,course mec montréal #3,15 km,01:16:41,m30-39
7468,2015-05-02,diefenbooker classic,10 km,00:44:33,m30-39
7469,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:27:59,m25-29
7470,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:15:23,m35-39
7470,2012-09-23,marathon oasis de montreal,marathon,03:43:03,m30-34
7471,2013-09-22,marathon oasis de montreal,marathon,03:19:52,m25-29
7472,2015-09-19,ultra-trail harricana du canada (uthc),125 km,20:54:02,m40-49
7472,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:36:51,m40-44
7472,2013-05-26,ottawa race weekend,ottawa half-marathon - demi-marathon,-1,m35-39
7473,2016-06-12,à votre rythme!,5 km,-1,m40-49
7473,2016-02-21,demi-marathon des glaces,demi-marathon,01:55:58,m40-49
7473,2015-10-12,demi-marathon du bois de belle-rivière,21 km,01:49:40,m30-39
7473,2015-08-22,tour de la baie,21.1 km,01:51:51,m30-39
7473,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:39:03,m35-39
7473,2014-08-24,demi-marathon bonneville de lachine,demi-marathon,01:48:57,m30-39
7473,2013-09-22,marathon oasis de montreal,demi-marathon,02:03:48,m35-39
7473,2012-09-23,marathon oasis de montreal,demi-marathon,02:09:29,m35-39
7474,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:08:14,m55-59
7474,2014-06-15,tour du lac brome,10 km route,01:03:48,m50-59
7474,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa marathon,-1,m55-59
7475,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,06:13:03,m25-29
7476,2013-09-22,marathon oasis de montreal,marathon,05:20:46,f30-34
7476,2013-05-26,ottawa race weekend,ottawa half-marathon - demi-marathon,-1,f30-34
7477,2012-09-23,marathon oasis de montreal,marathon,03:42:22,m30-34
7478,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,06:02:16,m70-79
7478,2012-10-14,classique du parc la fontaine,10 km,00:47:26,m60-69
7478,2012-05-26,defi physio extra de terrebonne,10 km,01:08:12,m60-69
7479,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:11:07,m45-49
7479,2013-05-26,ottawa race weekend,ottawa half-marathon - demi-marathon,-1,m45-49
7479,2012-09-23,marathon oasis de montreal,marathon,04:30:09,m45-49
7480,2012-09-23,marathon oasis de montreal,marathon,03:49:35,f25-29
7481,2016-05-29,tamarack ottawa race weekend,ottawa marathon,-1,m25-29
7481,2016-04-03,around the bay 30k road race,30 km,03:32:20,m25-29
7481,2016-02-14,demi marathon hypothermique,demi marathon,02:28:33,m20-29
7481,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:32:01,m25-29
7482,2014-05-25,triathlon duathlon d'oka,duathlon,01:24:38,m35-39
7482,2014-04-27,banque scotia 21km et 5km,21 km,01:31:13,m35-39
7482,2013-09-07,triathlon esprit de montreal,triathlon olympique,02:44:29,m35-39
7482,2012-09-23,marathon oasis de montreal,marathon,04:05:45,m35-39
7483,2013-09-22,marathon oasis de montreal,demi-marathon,01:58:02,m50-54
7483,2013-08-25,marathon des deux rives lévis-québec,demi-marathon,02:01:54,m50-59
7483,2013-05-26,ottawa race weekend,ottawa half-marathon - demi-marathon,-1,m50-54
7483,2012-09-23,marathon oasis de montreal,marathon,04:15:54,m45-49
